date,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),site number,site name
01/12/21,64.5,102.66,24.9,19.96,30.24,45.75,5.08,1.06,19.09,13.14,61.18,2.94,,2.99,5.29,9.83,82.75,0.66,220.28,,0.0,388.29,,,5344,Teri Gram
01/12/21,121.41,190.3,15.2,12.24,37.8,26.25,1.26,1.15,17.62,8.96,43.96,5.69,,3.0,7.73,10.64,86.17,0.76,284.66,0.0,0.0,49.41,,,5345,Sector-51
02/12/21,177.95,,66.96,75.0,92.64,,10.38,2.56,20.53,5.71,10.71,4.28,,5.69,5.71,,78.94,0.66,197.42,0.0,0.0,109.6,924.48,-0.08,146,Vikas Sadan
02/12/21,172.7,284.91,6.4,14.15,20.56,,,0.84,45.63,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
02/12/21,195.04,236.29,29.54,28.01,56.95,43.81,1.68,1.51,39.48,7.32,70.99,5.92,,7.82,10.9,16.42,78.49,0.66,154.54,,0.0,286.13,,,5344,Teri Gram
02/12/21,261.31,388.23,17.31,26.98,5.21,9.61,2.05,0.71,25.61,12.53,104.54,8.75,,12.9,15.38,17.86,81.4,0.52,239.57,0.0,0.0,47.86,,,5345,Sector-51
03/12/21,73.66,,7.91,39.94,27.24,,11.97,0.6,29.96,4.11,6.86,3.4,,3.43,6.83,,44.37,0.81,174.14,0.01,0.5,121.61,922.44,0.02,146,Vikas Sadan
03/12/21,59.53,129.78,10.2,12.77,19.19,,,0.51,41.53,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
03/12/21,101.0,163.92,7.82,13.64,13.39,46.46,1.72,0.69,28.61,6.04,93.08,5.28,,5.08,8.42,23.07,50.22,1.33,150.31,,0.0,169.67,,,5344,Teri Gram
03/12/21,181.3,281.21,2.74,8.6,15.01,19.0,1.7,0.59,20.0,9.37,138.7,6.58,,8.45,11.17,25.0,45.93,0.54,191.6,0.11,10.0,76.46,,,5345,Sector-51
04/12/21,96.75,,81.29,77.32,105.51,,24.98,1.41,15.12,10.04,16.99,9.02,,9.99,14.97,,20.29,0.64,200.77,0.0,0.0,201.62,921.03,-0.05,146,Vikas Sadan
04/12/21,61.2,202.58,4.67,6.39,11.06,,,0.72,52.68,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
04/12/21,84.93,189.19,10.71,13.66,15.73,49.57,3.95,1.01,29.11,6.65,109.05,6.69,,6.27,10.34,28.27,27.14,0.72,180.52,,0.0,385.21,,,5344,Teri Gram
04/12/21,131.77,307.39,4.14,9.6,13.72,31.19,2.98,1.72,36.48,12.7,101.85,7.01,,8.66,16.05,31.33,18.62,0.57,243.92,0.0,0.0,149.59,,,5345,Sector-51
05/12/21,34.88,,4.48,18.81,13.43,,10.8,0.16,48.34,10.01,16.98,7.57,,9.98,14.98,,35.39,0.55,181.92,0.0,0.0,264.99,863.98,-0.05,146,Vikas Sadan
05/12/21,28.23,95.62,5.13,6.68,11.81,,,0.17,62.12,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
05/12/21,54.54,98.34,4.25,6.37,4.9,22.83,1.62,0.43,28.72,2.86,80.23,3.6,,2.39,4.82,29.57,41.2,0.93,168.0,,0.0,406.13,,,5344,Teri Gram
05/12/21,46.76,151.11,6.47,14.24,4.46,23.61,2.26,0.33,38.45,4.62,46.41,2.64,,3.51,4.27,30.67,38.27,0.74,233.77,0.0,0.0,197.6,,,5345,Sector-51
06/12/21,41.8,,5.09,16.76,12.33,,14.76,0.56,35.43,8.96,13.02,3.26,,4.02,4.26,,58.48,1.41,142.75,0.0,0.0,228.08,774.61,0.11,146,Vikas Sadan
06/12/21,21.61,76.45,15.42,10.55,25.97,,,0.45,62.77,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
06/12/21,29.65,92.68,9.01,11.99,10.01,13.99,4.82,0.45,17.51,3.36,58.65,2.18,,1.32,3.04,30.63,61.65,1.9,123.49,,0.0,336.46,,,5344,Teri Gram
06/12/21,55.71,144.28,7.34,6.43,5.37,41.72,2.0,0.48,52.05,3.79,35.67,2.55,,6.24,3.12,31.77,66.22,0.83,125.65,0.0,0.0,200.38,,,5345,Sector-51
07/12/21,37.39,,5.18,9.28,8.81,,8.72,0.55,49.72,6.24,13.04,3.22,,4.03,4.27,,77.39,1.8,107.37,0.0,0.0,171.25,793.35,0.17,146,Vikas Sadan
07/12/21,31.34,50.88,5.34,11.36,16.7,,,0.36,42.0,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
07/12/21,43.34,71.87,8.0,9.99,22.01,30.07,2.13,0.35,20.56,1.98,37.47,1.11,,0.75,1.46,30.21,71.92,2.23,102.96,,0.0,238.81,,,5344,Teri Gram
07/12/21,56.44,117.0,6.91,2.89,5.65,73.1,2.14,0.34,30.53,5.63,68.71,5.32,,8.92,3.84,30.84,80.66,0.66,109.84,0.0,0.0,116.56,,,5345,Sector-51
08/12/21,36.52,,3.51,16.11,11.22,,5.24,0.72,7.47,1.8,3.88,1.31,,0.74,0.98,,60.01,0.65,273.29,0.0,0.0,404.08,792.0,-0.01,146,Vikas Sadan
08/12/21,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
08/12/21,47.83,149.31,6.56,13.55,31.06,39.97,2.41,0.52,23.78,5.4,38.01,6.65,,4.88,3.78,31.05,64.38,0.92,230.18,,0.0,438.02,,,5344,Teri Gram
08/12/21,30.67,76.33,9.02,8.21,11.92,67.3,3.05,1.31,14.32,4.01,14.01,1.99,,4.99,4.0,32.14,63.83,0.43,158.02,0.0,0.0,186.41,,,5345,Sector-51
09/12/21,21.03,,3.13,26.43,15.75,,11.85,0.68,11.99,3.32,5.91,1.57,,3.25,2.31,,95.8,0.79,139.09,0.02,0.8,51.25,715.28,-0.04,146,Vikas Sadan
09/12/21,17.04,25.0,7.27,13.56,20.83,,,0.49,22.96,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
09/12/21,30.35,57.0,5.23,11.2,17.32,38.21,1.52,0.43,26.17,2.6,61.17,4.75,,3.81,3.62,26.49,92.2,1.0,116.38,,0.0,278.93,,,5344,Teri Gram
09/12/21,42.88,72.02,4.77,1.3,4.29,14.77,2.7,0.48,15.92,,,,,,1.25,27.05,97.25,0.74,,0.07,7.0,67.69,,,5345,Sector-51
10/12/21,79.88,,67.07,72.32,90.82,,13.12,1.31,28.63,3.0,4.01,1.01,,0.99,1.0,,63.1,0.57,209.4,0.0,0.0,145.22,712.01,-0.08,146,Vikas Sadan
10/12/21,62.69,142.75,8.26,20.31,28.58,,,1.02,41.73,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
10/12/21,84.13,160.67,10.96,9.14,25.73,31.89,1.61,0.43,25.85,2.4,19.01,2.16,,1.88,2.62,24.91,76.13,0.64,154.68,,0.0,436.44,,,5344,Teri Gram
10/12/21,102.05,281.22,6.43,5.64,13.89,21.97,1.66,0.89,35.44,,,,,,10.48,29.8,53.76,0.69,,0.0,0.0,59.8,,,5345,Sector-51
11/12/21,375.63,,90.12,75.14,110.82,,17.76,2.56,17.43,3.0,4.0,1.0,,1.0,1.0,,83.4,0.52,196.75,0.0,0.0,92.68,722.98,-0.09,146,Vikas Sadan
11/12/21,397.27,533.76,13.48,33.95,47.43,,,2.15,33.02,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
11/12/21,351.09,509.46,6.34,16.31,4.55,25.37,4.34,1.85,27.92,3.21,4.26,1.98,,1.92,1.88,,,0.54,138.89,,0.0,300.86,,,5344,Teri Gram
11/12/21,377.31,563.22,2.01,10.04,3.97,17.98,8.51,3.99,13.43,,,,,,32.72,19.32,80.8,0.54,,0.0,0.0,45.92,,,5345,Sector-51
12/12/21,124.32,,133.26,87.22,143.04,,13.85,2.69,36.96,4.02,3.06,1.99,,1.99,3.02,,81.49,0.58,187.69,0.0,0.0,65.51,725.63,-0.09,146,Vikas Sadan
12/12/21,72.28,119.4,8.2,19.63,27.83,,,0.91,12.6,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
12/12/21,81.91,144.7,7.81,21.56,5.45,52.43,0.91,0.54,33.63,4.31,29.5,1.5,,1.82,2.99,12.39,76.68,0.68,119.66,,0.0,312.35,,,5344,Teri Gram
12/12/21,148.89,213.12,16.02,25.93,6.0,35.84,2.56,2.28,26.89,,,,,,5.53,15.25,70.02,0.52,,0.0,0.0,34.0,,,5345,Sector-51
13/12/21,174.9,,248.76,83.48,248.13,,13.88,3.46,44.95,4.01,2.99,2.01,,2.0,3.01,,89.09,0.63,201.43,0.0,0.0,48.53,725.5,-0.09,146,Vikas Sadan
13/12/21,93.24,133.38,5.98,15.56,21.54,,,0.88,22.17,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
13/12/21,97.88,153.97,6.6,19.26,5.31,42.49,1.28,0.57,20.19,3.92,25.67,1.37,,1.38,2.71,11.93,79.77,0.73,89.0,,0.0,272.49,,,5344,Teri Gram
13/12/21,189.93,350.13,16.02,26.05,6.0,36.01,5.17,2.16,21.14,,,,,,3.0,14.48,76.3,0.52,,0.0,0.0,35.19,,,5345,Sector-51
14/12/21,200.45,,153.56,78.38,154.65,,13.61,3.24,42.01,4.01,2.96,2.0,,1.98,3.01,,81.73,0.62,186.19,0.0,0.0,85.68,723.43,-0.07,146,Vikas Sadan
14/12/21,119.25,160.86,2.25,18.43,27.57,,,1.29,14.15,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
14/12/21,146.79,222.57,5.24,18.74,6.17,32.94,0.83,0.56,5.16,6.64,28.0,2.62,,2.69,4.75,12.46,82.4,0.73,79.72,,0.0,233.68,,,5344,Teri Gram
14/12/21,226.81,355.57,15.99,25.96,6.03,35.97,2.91,2.51,22.62,,,,,,3.36,14.68,84.62,0.55,,0.0,0.0,31.32,,,5345,Sector-51
15/12/21,200.38,,106.96,75.85,112.07,,12.26,3.03,40.36,3.98,3.01,2.0,,2.0,3.0,,79.34,0.61,204.71,0.0,0.0,79.91,721.33,-0.07,146,Vikas Sadan
15/12/21,158.13,232.07,9.5,26.19,35.69,,,1.49,14.48,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
15/12/21,147.36,219.43,8.58,17.48,5.19,39.92,1.3,0.6,8.43,8.29,30.56,3.26,,3.35,5.94,13.19,79.6,0.59,134.67,,0.0,271.15,,,5344,Teri Gram
15/12/21,172.3,286.91,15.85,26.12,5.96,35.96,2.96,2.73,24.88,,,,,,6.25,15.21,75.85,0.61,,0.0,0.0,32.89,,,5345,Sector-51
16/12/21,204.13,,56.3,82.67,79.09,,9.85,2.62,37.17,4.0,2.99,1.99,,1.97,3.02,,77.04,0.51,210.5,0.0,0.0,77.13,720.31,-0.06,146,Vikas Sadan
16/12/21,196.77,259.12,13.47,32.56,46.03,,,1.72,14.13,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
16/12/21,164.89,245.09,7.91,14.52,4.88,36.53,1.13,0.64,10.09,11.48,33.86,4.36,,4.47,7.85,15.8,56.76,0.59,126.99,,0.0,197.6,,,5344,Teri Gram
16/12/21,141.72,224.64,16.01,26.14,5.97,36.05,2.3,1.9,24.58,,,,,,4.2,15.32,67.74,0.72,,0.0,0.0,33.56,,,5345,Sector-51
17/12/21,147.05,,6.54,40.32,17.11,,9.17,1.91,35.03,4.0,3.0,2.01,,2.0,2.99,,71.95,0.82,271.75,0.0,0.0,55.65,723.05,-0.02,146,Vikas Sadan
17/12/21,154.47,200.97,6.36,20.78,27.13,,,1.16,16.93,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
17/12/21,131.99,200.65,8.13,17.38,5.45,43.48,1.01,0.56,9.99,5.0,27.34,1.41,,1.73,3.12,12.67,67.33,0.64,239.97,,0.0,359.1,,,5344,Teri Gram
17/12/21,134.55,198.72,14.22,24.14,4.27,40.21,1.7,0.93,42.01,,,,,,0.69,13.21,69.73,1.02,,0.0,0.0,37.96,,,5345,Sector-51
18/12/21,129.83,,6.23,33.28,13.14,,9.11,1.97,73.18,4.0,3.05,1.98,,2.0,2.97,,79.08,1.17,287.9,0.0,0.0,54.55,719.52,0.03,146,Vikas Sadan
18/12/21,117.43,160.3,6.09,16.76,22.84,,,1.16,17.19,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
18/12/21,108.63,181.48,5.65,17.2,4.47,38.42,1.04,0.35,8.4,5.09,24.89,0.82,,0.93,1.63,10.52,74.18,0.77,282.27,,0.0,324.29,,,5344,Teri Gram
18/12/21,129.81,187.76,12.95,23.0,2.96,43.19,1.35,0.68,35.07,,,,,,0.34,9.98,79.51,1.01,,0.0,0.0,26.3,,,5345,Sector-51
19/12/21,96.55,,6.53,37.73,15.74,,10.1,1.79,37.33,3.99,2.97,2.01,,1.98,2.96,,73.27,1.03,281.94,0.0,0.0,43.13,719.86,-0.02,146,Vikas Sadan
19/12/21,116.21,151.75,5.94,17.26,23.2,,,1.04,18.24,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
19/12/21,101.63,194.81,6.72,16.35,4.94,36.82,0.68,0.27,9.57,4.34,24.87,0.72,,0.69,1.3,11.21,61.02,0.66,242.63,,0.0,341.52,,,5344,Teri Gram
19/12/21,129.46,243.63,13.16,23.07,3.0,43.09,2.63,1.62,38.51,,,,,,1.37,13.89,51.17,0.73,,0.0,0.0,23.39,,,5345,Sector-51
20/12/21,151.67,,91.47,69.82,101.86,,20.26,2.35,41.06,4.01,2.98,2.0,,2.0,3.02,,70.41,0.6,206.88,0.02,1.0,68.61,720.74,-0.07,146,Vikas Sadan
20/12/21,115.5,148.57,6.64,19.21,25.86,,,1.06,15.91,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
20/12/21,105.59,175.98,6.06,15.14,5.36,35.63,1.25,0.35,8.27,4.8,23.32,1.33,,1.55,2.72,10.27,69.16,0.72,172.1,,0.0,374.34,,,5344,Teri Gram
20/12/21,188.08,286.15,12.9,22.81,2.99,42.94,2.54,1.65,34.65,,,,,,6.05,12.1,59.76,0.63,,0.0,0.0,30.9,,,5345,Sector-51
21/12/21,290.04,,207.8,95.63,249.1,,27.74,3.32,23.09,4.0,3.01,1.99,,2.0,3.01,,71.6,0.65,209.23,0.0,0.0,65.84,722.61,-0.08,146,Vikas Sadan
21/12/21,143.62,174.6,8.11,22.68,30.79,,,1.27,14.38,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
21/12/21,113.17,189.69,6.18,18.68,5.75,37.31,1.54,0.52,8.61,6.76,24.34,2.79,,3.67,5.69,10.73,68.97,0.7,118.58,,0.0,331.24,,,5344,Teri Gram
21/12/21,236.59,357.96,12.92,22.96,2.99,42.73,3.59,2.92,22.94,,,,,,19.51,13.0,65.91,0.53,,0.0,0.0,30.24,,,5345,Sector-51
22/12/21,314.43,,344.84,107.72,357.33,,28.06,3.6,10.88,4.0,3.01,2.02,,1.98,3.05,,88.85,0.63,190.18,0.0,0.0,47.5,720.33,-0.09,146,Vikas Sadan
22/12/21,189.99,229.46,12.41,28.44,40.85,,,1.64,12.88,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
22/12/21,174.93,256.85,6.81,22.5,4.5,37.34,1.79,0.42,9.15,11.45,66.0,5.79,,7.78,9.79,11.52,71.46,0.67,127.36,,0.0,315.68,,,5344,Teri Gram
22/12/21,283.04,429.45,13.01,22.93,2.99,42.68,3.37,2.7,24.52,,,,,,15.38,14.06,64.28,0.54,,0.0,0.0,29.91,,,5345,Sector-51
23/12/21,184.07,,64.58,82.98,87.11,,11.25,1.81,34.2,4.0,3.0,2.0,,2.0,2.99,,76.77,0.68,155.96,0.0,0.0,89.0,721.76,-0.06,146,Vikas Sadan
23/12/21,239.19,301.39,6.93,21.64,28.57,,,1.59,16.72,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
23/12/21,194.93,283.58,6.84,17.59,5.26,34.82,1.33,0.33,6.22,10.97,77.14,5.75,,7.32,9.69,12.27,80.81,0.8,102.4,,0.0,236.02,,,5344,Teri Gram
23/12/21,184.79,293.27,13.66,24.31,3.75,46.08,2.2,1.66,23.94,,,,,,3.22,14.87,73.59,0.62,,0.0,0.0,30.68,,,5345,Sector-51
24/12/21,159.05,,38.75,55.78,52.2,,7.97,1.4,9.09,3.99,3.01,2.01,,2.0,2.97,,92.75,0.64,205.28,0.0,0.0,27.1,721.55,-0.09,146,Vikas Sadan
24/12/21,181.49,219.4,6.72,16.29,23.01,,,1.38,15.9,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
24/12/21,151.43,223.83,8.71,23.04,7.0,38.32,1.29,0.48,5.59,8.17,56.26,3.21,,3.59,5.83,13.04,82.83,0.75,109.07,,0.0,260.49,,,5344,Teri Gram
24/12/21,179.6,270.69,16.05,28.05,5.85,56.06,3.25,1.29,18.99,,,,,,2.69,14.38,86.87,0.69,,0.0,0.0,29.62,,,5345,Sector-51
25/12/21,237.96,,100.72,98.16,123.97,,18.83,2.27,24.09,4.01,3.01,1.99,,2.01,2.99,,78.39,0.69,151.98,0.0,0.0,108.24,723.74,-0.06,146,Vikas Sadan
25/12/21,205.82,234.55,7.22,19.36,26.58,,,1.44,21.67,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
25/12/21,191.42,265.51,8.92,23.34,7.92,28.67,0.82,0.57,6.05,8.34,54.91,3.37,,2.6,4.78,13.15,82.87,0.63,92.54,,0.0,,,,5344,Teri Gram
25/12/21,213.18,323.77,14.27,25.2,4.3,42.62,3.89,1.92,24.58,,,,,,7.37,15.32,82.13,0.53,,0.0,0.0,32.03,,,5345,Sector-51
26/12/21,195.23,,72.28,61.49,81.9,,8.52,1.79,43.44,3.98,3.0,2.01,,2.01,2.96,,87.84,0.69,137.76,0.06,3.8,74.43,720.64,-0.04,146,Vikas Sadan
26/12/21,250.21,260.91,7.89,22.62,30.51,,,1.7,22.9,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
26/12/21,222.49,300.45,8.92,23.34,7.92,28.67,1.03,0.57,6.3,10.15,58.37,5.39,,5.3,8.89,14.28,88.05,0.77,133.28,,0.0,,,,5344,Teri Gram
26/12/21,208.78,277.97,12.93,22.83,3.02,33.07,3.72,1.72,22.02,,,,,,7.86,15.89,90.9,0.65,,0.12,11.0,30.09,,,5345,Sector-51
27/12/21,120.47,,89.6,64.9,97.66,,15.57,2.08,22.95,4.0,3.01,2.01,,2.0,3.03,,83.93,0.49,178.0,0.0,0.0,76.36,722.82,-0.07,146,Vikas Sadan
27/12/21,96.07,105.08,7.96,21.11,29.07,,,1.24,18.05,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
27/12/21,96.23,129.23,9.09,25.01,8.41,30.17,1.22,0.66,4.01,5.49,52.14,2.99,,2.62,5.73,14.33,84.92,0.57,82.68,,0.0,117.0,,,5344,Teri Gram
27/12/21,146.82,222.83,12.94,23.15,3.01,33.19,3.48,1.19,19.76,,,,,,4.75,15.73,84.12,0.58,,0.0,0.0,36.52,,,5345,Sector-51
28/12/21,123.1,,88.94,67.65,98.57,,11.73,1.6,14.74,4.0,3.0,1.99,,2.01,2.97,,91.98,0.62,179.9,0.02,1.2,39.84,720.87,-0.08,146,Vikas Sadan
28/12/21,121.74,129.05,16.96,27.7,44.66,,,1.56,8.72,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
28/12/21,115.99,169.09,7.02,22.41,6.18,30.16,1.09,0.68,4.42,8.53,48.33,5.29,,4.77,9.47,13.06,93.93,0.59,116.51,,0.0,221.59,,,5344,Teri Gram
28/12/21,149.62,214.08,12.96,22.86,3.02,32.81,4.17,1.5,1.33,,,,,,9.82,14.76,91.43,0.59,,0.03,2.5,20.13,,,5345,Sector-51
29/12/21,123.77,,69.03,48.25,72.49,,17.09,1.27,16.44,4.01,2.99,2.0,,2.0,3.02,,75.11,0.79,232.11,0.0,0.0,60.14,723.08,-0.05,146,Vikas Sadan
29/12/21,99.61,114.7,13.27,21.39,34.67,,,1.25,16.19,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
29/12/21,72.42,152.2,9.76,20.06,5.22,32.57,1.21,0.5,6.45,6.01,51.13,4.48,,4.09,8.27,12.58,79.35,0.64,166.99,,0.0,452.75,,,5344,Teri Gram
29/12/21,148.11,219.61,12.88,23.14,3.0,32.98,4.04,1.14,14.07,,,,,,8.41,13.77,80.02,0.64,,0.0,0.0,30.16,,,5345,Sector-51
30/12/21,179.59,,151.0,62.86,145.71,,13.72,1.5,51.48,4.01,3.02,1.99,,2.01,3.0,,80.04,0.67,206.11,0.0,0.0,109.23,720.75,-0.07,146,Vikas Sadan
30/12/21,115.96,137.68,11.61,24.45,36.06,,,1.35,15.66,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
30/12/21,97.59,162.67,11.83,24.36,2.29,38.44,0.96,0.19,7.09,5.03,37.96,2.26,,2.33,4.89,9.68,76.07,0.65,111.01,,0.0,,,,5344,Teri Gram
30/12/21,197.78,328.6,13.16,22.72,1.25,32.86,4.34,1.57,15.64,,,,,,11.35,12.67,69.32,0.57,,0.0,0.0,39.08,,,5345,Sector-51
31/12/21,204.82,,121.27,68.98,125.13,,18.77,1.73,32.64,4.01,3.02,1.99,,2.01,3.02,,84.81,0.75,228.41,0.0,0.0,93.71,719.89,-0.07,146,Vikas Sadan
31/12/21,135.19,145.63,20.43,25.7,46.13,,,1.62,16.81,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
31/12/21,119.32,223.92,7.9,26.76,4.48,36.92,1.27,0.38,6.73,2.93,22.31,1.74,,3.09,4.6,8.85,79.77,0.61,159.37,,0.0,,,,5344,Teri Gram
31/12/21,223.16,366.41,,,0.0,,4.5,2.29,16.31,,,,,,19.74,11.26,78.27,0.59,,0.0,0.0,32.57,,,5345,Sector-51
01/01/22,218.89,,109.75,60.17,111.37,,17.44,1.69,56.62,4.01,2.99,2.01,,2.01,2.98,,85.01,0.72,213.54,0.0,0.2,81.36,721.36,-0.07,146,Vikas Sadan
01/01/22,183.3,187.96,11.25,25.53,36.78,,,1.09,21.8,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
01/01/22,161.24,267.32,8.32,23.69,6.52,32.35,1.3,0.72,7.56,2.43,16.58,1.08,,2.2,3.36,9.64,83.49,0.65,144.33,,0.0,,,,5344,Teri Gram
01/01/22,287.66,425.23,,,0.0,,4.54,2.18,20.44,,,,,,12.41,11.9,84.98,0.55,,0.0,0.0,35.63,,,5345,Sector-51
02/01/22,132.78,,9.62,35.53,19.74,,10.62,8.01,20.75,5.39,9.38,3.83,,5.37,6.8,,94.24,0.81,251.8,0.0,0.2,101.26,722.31,-0.05,146,Vikas Sadan
02/01/22,134.38,277.98,6.34,8.2,14.54,,,1.63,36.11,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
02/01/22,84.22,133.94,15.5,36.86,9.3,51.21,2.24,1.38,13.03,7.78,43.88,3.18,,4.84,6.09,12.8,88.84,0.56,172.81,,0.0,356.45,,,5344,Teri Gram
02/01/22,186.12,272.13,18.93,24.01,3.99,43.75,3.95,1.19,17.05,,,,,,12.34,13.0,95.78,0.86,,0.0,0.0,36.1,,,5345,Sector-51
03/01/22,51.19,,9.71,35.52,24.84,,8.94,2.18,16.2,1.68,4.18,0.38,,2.2,0.69,,69.42,0.9,225.75,0.0,0.0,152.82,722.14,-0.04,146,Vikas Sadan
03/01/22,62.39,159.22,4.23,12.53,16.76,,,0.59,35.31,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
03/01/22,68.66,109.64,56.79,27.91,60.13,55.55,0.97,0.84,25.91,4.19,61.31,2.8,,3.58,5.2,16.78,72.92,0.66,179.43,,0.0,85.85,,,5344,Teri Gram
03/01/22,103.18,202.17,9.02,19.1,5.02,29.07,2.48,0.73,19.46,,,,,,4.54,18.73,68.66,0.7,,0.0,0.0,66.29,,,5345,Sector-51
04/01/22,84.32,,7.15,15.92,22.03,,7.26,0.88,68.23,4.28,8.42,4.31,,5.34,4.83,,24.9,0.76,224.52,0.0,0.0,207.72,737.61,-0.06,146,Vikas Sadan
04/01/22,54.63,107.6,4.56,12.5,17.07,,,0.45,56.46,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
04/01/22,105.45,215.87,8.12,18.9,47.7,56.75,9.04,0.66,18.5,1.91,17.39,1.12,,1.08,2.03,27.84,33.0,0.81,192.42,,0.0,403.23,,,5344,Teri Gram
04/01/22,96.44,240.43,15.34,20.51,5.18,26.13,1.57,0.8,35.23,,,,,,2.19,30.2,24.83,0.93,,0.0,0.0,96.64,,,5345,Sector-51
05/01/22,122.73,,6.54,9.35,17.23,,8.52,0.57,9.84,2.51,6.98,2.52,,2.05,1.19,,29.45,1.21,103.84,0.0,0.0,163.21,729.85,0.08,146,Vikas Sadan
05/01/22,61.49,226.52,11.09,37.28,48.37,,,0.52,29.14,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
05/01/22,87.09,328.33,7.44,12.76,18.39,38.28,5.74,0.61,56.02,2.48,10.68,0.06,,0.16,0.18,31.38,37.44,1.45,109.12,,0.0,,,,5344,Teri Gram
05/01/22,110.74,377.89,5.91,25.74,18.12,62.83,11.16,0.64,27.47,,,,,,4.94,33.5,31.9,1.01,,0.0,0.0,158.26,,,5345,Sector-51
06/01/22,134.27,,13.31,11.64,18.71,,10.91,0.53,41.33,3.62,2.98,3.05,,5.01,2.99,,34.19,0.65,196.79,0.0,0.2,252.64,725.36,-0.02,146,Vikas Sadan
06/01/22,64.91,287.76,7.02,42.15,49.17,,,0.41,68.22,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
06/01/22,149.29,286.81,6.4,11.76,15.0,30.07,5.23,0.47,7.93,1.28,5.41,0.13,,0.2,0.3,34.33,30.79,0.71,235.77,,0.0,,,,5344,Teri Gram
06/01/22,94.68,262.29,10.73,27.98,23.2,54.66,2.44,0.94,35.88,,,,,,14.55,35.56,31.49,0.76,,0.0,0.0,197.57,,,5345,Sector-51
07/01/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
07/01/22,26.09,208.19,6.35,25.96,32.31,,,1.08,35.4,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
07/01/22,38.66,156.39,9.48,30.08,30.63,65.21,5.84,0.46,7.68,1.9,23.81,0.58,,0.71,0.82,25.94,93.68,0.72,115.46,,0.0,,,,5344,Teri Gram
07/01/22,81.54,148.14,5.81,13.89,11.18,30.87,3.95,0.55,25.12,,,,,,6.62,27.81,98.59,0.58,,0.14,13.0,91.92,,,5345,Sector-51
08/01/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
08/01/22,22.46,50.33,7.45,23.82,31.27,,,0.63,27.06,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
08/01/22,25.02,153.59,5.92,10.6,17.55,31.21,,0.56,6.9,2.64,12.27,1.46,,1.61,,28.97,85.48,,,,0.0,,,,5344,Teri Gram
08/01/22,26.52,43.39,9.93,8.17,9.85,51.23,3.55,0.39,30.29,,,,,,1.66,29.66,97.13,0.62,,0.0,0.0,116.58,,,5345,Sector-51
09/01/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
